datadate,year,tic,conm,cik,conml,matched
31jan2007,2006,DEBS,DEB SHOPS INC,715779.0,Deb Shops Inc,0
31dec2009,2009,DINIQ,DECORATOR INDUSTRIES INC,27613.0,Decorator Industries Inc,0
31jul2015,2015,DGTC,DGT HOLDINGS CORP,27748.0,DGT Holdings Corp,0
31dec2003,2003,DLI,DEL LABORATORIES INC,27751.0,Del Laboratories Inc.,0
31dec2002,2002,POM2,CONECTIV INC,1029590.0,Conectiv Inc,1
31dec2002,2002,3DLTA.,DELTONA CORP,27984.0,Deltona Corp,0
30sep2008,2008,HTEC.1,HYDRON TECHNOLOGIES INC,28146.0,Hydron Technologies Inc,0
30nov2003,2003,GRI.2,GRISTEDES FOODS INC,28325.0,Gristede's Foods Inc.,0
31dec2004,2004,8295B,DI GIORGIO CORP,28871.0,Di Giorgio Corp,0
30jun2007,2007,LCBM,LIFECORE BIOMEDICAL INC,28626.0,Lifecore Biomedical Inc,0
31dec2005,2005,DP,DIAGNOSTIC PRODUCTS CORP,702259.0,Diagnostic Products Corp,0
31mar2008,2007,DRS.1,DRS TECHNOLOGIES INC,28630.0,DRS Technologies Inc.,0
31dec2001,2001,VZ3,VERIZON INC / DE,,Verizon Inc/DE,0
31dec2007,2007,DIAC,DIAPULSE CORP OF AMERICA,28742.0,Diapulse Corp Of America,0
31jul2006,2006,VTS,VERITAS DGC INC,28866.0,Veritas DGC Inc.,0
30jun2010,2010,DNEX,DIONEX CORP,708850.0,Dionex Corp,1
31dec2011,2011,DION,DIONICS INC,29006.0,Dionics Inc,0
31dec2003,2003,DDVS,DISTINCTIVE DEVICES INC,59963.0,Distinctive Devices Inc,0
30sep2004,2004,DXT,DIXON TICONDEROGA CO,14995.0,Dixon Ticonderoga Co,0
31dec2009,2009,CNSTQ,CONSTAR INTERNATIONAL INC,29806.0,Constar International Inc,0
30jun2010,2010,WNEA,WIND ENERGY AMERICA INC,351809.0,Wind Energy America Inc,0
31dec2014,2014,ESCRQ,ESCALERA RESOURCES CO,29834.0,Escalera Resources Co,0
31dec2006,2006,DJ,DOW JONES & CO INC,29924.0,Dow Jones and Co Inc.,0
31dec2007,2007,DWNFQ,DOWNEY FINANCIAL CORP,935063.0,Downey Financial Corp,1
31mar2010,2009,LCRD,LASERCARD CORP,30140.0,Lasercard Corp,0
31dec2004,2004,DRYR,DREYER'S GRAND ICE CRM HLDGS,1189712.0,Dreyer's Grand Ice Cream Holdings Inc.,0
31dec2002,2002,DRHA,DRIVER-HARRIS CO,30197.0,Driver-Harris Co,0
31jan2014,2013,ALCSQ,ALCO STORES INC,30302.0,ALCO Stores Inc,0
31dec2006,2006,DQE,DUQUESNE LIGHT HOLDINGS INC,846930.0,Duquesne Light Holdings Inc,0
31dec2001,2001,6059B,DYNCORP INC,30770.0,DynCorp Inc.,0
31dec2012,2012,DRCO.,DYNAMICS RESEARCH CORP,30822.0,Dynamics Research Corp,1
31dec2013,2013,COBR,COBRA ELECTRONICS CORP,30828.0,Cobra Electronics Corp,0
31mar2003,2002,3ACTRQ,ACTERNA CORP,30841.0,Acterna Corp,1
31dec2006,2006,ECIL,ECI TELECOMMUNICATIONS  -ORD,701544.0,ECI Telecom Ltd,1
30jun2012,2012,MTWD.1,METWOOD INC-OLD,,Metwood Inc-Old,0
31may2007,2006,EZEM,E-Z-EM INC,727008.0,E-Z-EM Inc,0
31mar2003,2002,PRMD,PRIMEMD INC,30906.0,Primemd Inc,0
30nov2004,2004,EGLP,EAGLE-PICHER INC,30927.0,Eagle-Picher Inc,0
31dec2003,2003,ESCI,EARTH SCIENCES INC,30985.0,Earth Sciences Inc,0
31dec2001,2001,ECO.2,ECHO BAY MINES LTD,722080.0,Echo Bay Mines Ltd,0
31dec2006,2006,EDO.,EDO CORP,31617.0,EDO Corp,1
30jun2003,2003,ECC.1,ECC INTERNATIONAL CP,31660.0,ECC International Corp.,0
28feb2007,2006,AGE.1,EDWARDS (A G) INC,718482.0,A.G. Edwards Inc.,0
31dec2011,2011,EP,EL PASO CORP,1066107.0,El Paso Corp,1
31dec2012,2012,ELN,ELAN CORP PLC,737572.0,Elan Corp PLC,0
30jun2006,2006,ELK,ELKCORP,32017.0,ElkCorp,1
31may2016,2015,ELRC,ELECTRO RENT CORP,32166.0,Electro Rent Corp,0
31dec2010,2010,ELMG,EMS TECHNOLOGIES INC,32198.0,EMS Technologies Inc,0
31mar2002,2001,ECIN,EMCEE BROADCAST PRODUCTS INC,32312.0,Emcee Broadcast Products Inc,0
31dec2005,2005,0571B,ELGIN NATIONAL INDUSTRIES,32346.0,Elgin National Industries Inc,0
31dec2015,2015,ELRNF,ELRON ELECTRONIC INDS LTD,315126.0,Elron Electronic Industries Ltd,1
31dec2004,2004,ELT.1,ELSCINT LTD,32522.0,Elscint Ltd,1
31dec2002,2002,ELSO,ELSINORE CORP,311049.0,Elsinore Corp,1
30jun2001,2001,EMON.1,EMONS TRANSPORATION GROUP,32666.0,Emons Transporation Group Inc,0
31dec2003,2003,EMP..,EMPI INC-REDH,317032.0,Empi Inc,0
31dec2015,2015,EDE,EMPIRE DISTRICT ELECTRIC CO,32689.0,Empire District Electric Co.,1
30jun2014,2014,ELX,EMULEX CORP,350917.0,Emulex Corp.,0
30jun2011,2011,ENERQ,ENERGY CONVERSION DEV,32878.0,Energy Conversion Devices Inc,0
31jul2002,2002,AMCI.1,AMERICAN MILLENIUM CORP,350193.0,American Millenium Corp,0
31dec2005,2005,EC.2,ENGELHARD CORP,352947.0,Engelhard Corp,1
31oct2005,2005,EASI.1,ENGINEERED SUPPORT SYSTEMS,772891.0,Engineered Support Systems Inc,0
31dec2003,2003,TXU2,TXU GAS CO,33015.0,TXU Gas Co,1
31dec2003,2003,EQTY,EQUITY OIL CO,33325.0,Equity Oil Co,1
31dec2005,2005,KEYW.1,ESSEX CORP,355199.0,Essex Corp,1
31dec2001,2001,ETZLF,ETZ LAVUD LTD,33681.0,ETZ LAVUD Ltd.,0
31jan2010,2009,CNVR.,CONVERA CORP,1125536.0,Convera Corp,0
30jun2001,2001,EXTC.,EXOTECH INC,34047.0,Exotech Inc,0
31dec2008,2008,TXCOQ,TXCO RESOURCES INC,313395.0,TXCO Resources Inc,1
31dec2002,2002,FAFO,FAFCO INC,352956.0,Fafco Inc,0
30jun2008,2008,OHBIQ,ORLEANS HOMEBUILDERS INC,38570.0,Orleans Homebuilders Inc,0
30nov2004,2004,FITN,FAB INDUSTRIES INC,34136.0,Fab Industries Inc.,0
31jan2011,2010,JAS,JO-ANN STORES INC,34151.0,Jo-Ann Stores Inc.,0
31dec2014,2014,PRRE,PRAETORIAN PROPERTY INC,1537118.0,Praetorian Property Inc,0
29feb2012,2011,HAIR.1,BIOSTEM US CORP,1455380.0,Biostem US Corp,0
31dec2001,2001,FMTC,FAIRMOUNT CHEMICAL CO INC,34296.0,Fairmount Chemical Co Inc,0
31oct2003,2003,FCPR,FALCON PRODUCTS INC,34339.0,Falcon Products Inc.,0
31dec2004,2004,8824B,FALCONBRIDGE LTD -OLD,948840.0,Falconbridge Ltd -Old,0
31aug2014,2014,FDO,FAMILY DOLLAR STORES,34408.0,Family Dollar Stores Inc.,0
31dec2008,2008,FELI,FANSTEEL INC/DE,34471.0,Fansteel Inc/DE,0
31dec2002,2002,WI.1,WESTMINSTER CAPITAL INC,34489.0,Westminster Capital Inc.,0
31jan2005,2004,CVST,COVISTA COMMUNICATIONS INC,34497.0,Covista Communications Inc,0
31aug2002,2002,1970B,FARMLAND INDUSTRIES INC,34616.0,Farmland Industries Inc,1
31dec2006,2006,FJCC,FEDDERS CORP,744106.0,Fedders Corp.,0
31dec2015,2015,FNMA,FEDERAL NATIONAL MORTGA ASSN,310522.0,Federal National Mortgage Association,1
31dec2012,2012,COLE,COLE REAL ESTATE INVESTMENTS,1425923.0,Cole Real Estate Investments Inc,0
31dec2013,2013,SGK,SCHAWK INC  -CL A,719164.0,Schawk Inc.,0
31dec2014,2014,IDC,INTERACTIVE DATA HLDGS -REDH,1498720.0,Interactive Data Holdings Corp,0
31dec2005,2005,IMDC.,INAMED CORP,109831.0,Inamed Corp,1
31dec2015,2015,FMER,FIRSTMERIT CORP,354869.0,FirstMerit Corp,1
31mar2005,2004,FCIC,FCCC INC,730669.0,FCCC Inc,0
31dec2007,2007,4069B,FIRST FINANCIAL CORP/TX,36315.0,First Financial Corp,1
31dec2001,2001,BWE,BANCWEST CORP,,BancWest Corp,0
31dec2001,2001,AIB1,ALLFIRST FINANCIAL INC,36510.0,Allfirst Financial Inc,0
31dec2001,2001,CEM.2,CHEMFIRST INC,1026601.0,ChemFirst Inc.,0
31dec2002,2002,3MESHE,MEDIA SOURCE INC,354564.0,Media Source Inc,0
30jun2003,2003,FRPC,FIRST REPUBLIC CORP AMERICA,36856.0,First Republic Corp of America,0
31dec2007,2007,WB.3,WACHOVIA CORP,36995.0,Wachovia Corp,1
31dec2013,2013,FUR,WINTHROP REALTY TRUST,37008.0,Winthrop Realty Trust Inc,0
31dec2002,2002,FVB,FIRST VIRGINIA BANKS INC,37032.0,First Virginia Banks Inc.,0
30sep2004,2004,FAME,FLAMEMASTER CORP,37358.0,Flamemaster Corp (The),0
31dec2003,2003,FBF,FLEETBOSTON FINANCIAL CORP,50341.0,FleetBoston Financial Corp.,0
30apr2008,2007,FLTWQ,FLEETWOOD ENTERPRISES INC,314132.0,Fleetwood Enterprises Inc.,1
31dec2001,2001,FLMIQ,FLEMING COMPANIES INC,352949.0,Fleming Companies Inc.,1
31dec2006,2006,FLA,FLORIDA EAST COAST INDS,1360951.0,Florida East Coast Industries Inc.,0
31dec2004,2004,PGN3,FLORIDA PROGRESS CORP,357261.0,Florida Progress Corp,1
31dec2008,2008,FPU,FLORIDA PUBLIC UTILITIES CO,37643.0,Florida Public Utilities Co,0
30sep2007,2007,FRK,FLORIDA ROCK INDUSTRIES INC,37651.0,Florida Rock Industries Inc,0
31dec2001,2001,3406B,AMERISTEEL CORP,37661.0,AmeriSteel Corp,1
30apr2013,2012,FLOW.1,FLOW INTL CORP,713002.0,Flow International Corp,1
31dec2006,2006,DEG1,DELHAIZE AMERICA INC,37912.0,Delhaize America Inc,0
31oct2005,2005,FSM.2,FOODARAMA SUPERMARKETS,37914.0,Foodarama Supermarkets Inc.,0
31mar2014,2013,FRX.1,FOREST LABORATORIES  -CL A,38074.0,Forest Laboratories Inc,1
31dec2013,2013,FST.1,FOREST OIL CORP -OLD,,Forest Oil Corp.,0
31dec2001,2001,SABI,SWISS ARMY BRANDS INC,,Swiss Army Brands Inc,0
31dec2013,2013,FWLT,FOSTER WHEELER AG,1130385.0,Foster Wheeler AG,1
31jan2004,2003,FNCNQ,FRANKS NURSERY & CRAFTS INC,38792.0,Franks Nursery & Crafts Inc,0
31dec2010,2010,FRWL,FRAWLEY CORP,38824.0,Frawley Corp,0
31may2015,2014,FRS,FRISCH'S RESTAURANTS INC,39047.0,Frisch's Restaurants Inc.,0
31dec2012,2012,FFEX,FROZEN FOOD EXPRESS INDS,39273.0,Frozen Food Express Industries Inc,0
31dec2004,2004,MTRM,METROMEDIA INTERNATIONAL GRP,39547.0,Metromedia International Group Inc.,0
30sep2001,2001,GAN.,GARAN INC,39917.0,Garan Inc,0
31dec2008,2008,DNA.2,GENENTECH INC,318771.0,Genentech Inc,1
30sep2001,2001,GAEX,GA EXPRESS INC,40443.0,GA eXpress Inc.,0
31dec2004,2004,GBND,GENERAL BINDING CORP,40461.0,General Binding Corp,1
30sep2009,2009,GNRD,GENERAL DATACOMM INDUSTRIES,40518.0,General DataComm Industries Inc,0
31dec2011,2011,MCLN,MEDCLEAN TECHNOLOGIES INC,40528.0,MedClean Technologies Inc,0
31dec2014,2014,GE1,GENERAL ELECTRIC CAP CORP,40554.0,General Electric Capital Corp,1
31may2005,2004,GKIN.1,GENERAL KINETICS INC,40675.0,General Kinetics Inc,0
31dec2007,2007,EDS.,ELECTRONIC DATA SYSTEMS CORP,1007456.0,Electronic Data Systems Corp,1
31dec2002,2002,VZ12,VERIZON INC/CA,40864.0,Verizon Inc/CA,0
31dec2002,2002,VZ13,VERIZON INC/FL,40865.0,Verizon Inc/Fl,0
31dec2002,2002,VZ15,VERIZON INC/NORTH,40867.0,Verizon Inc/North,0
31dec2001,2001,VZ16,VERIZON INC/NORTHWEST,,Verizon Inc/Northwest,0
31dec2002,2002,VZ17,VERIZON SOUTH INC,40878.0,Verizon Inc/South,0
31dec2001,2001,GTE15,GTE SOUTHWEST INC,40874.0,GTE Southwest Inc,0
31dec2006,2006,GEOI.1,GEORESOURCES INC -OLD,,GeoResources Inc,0
30jun2001,2001,BOTX,BONTEX INC,41052.0,Bontex Inc,0
31dec2004,2004,GP.1,GEORGIA-PACIFIC CORP,41077.0,Georgia-Pacific Corp,1
30apr2011,2010,GRB,GERBER SCIENTIFIC INC,41133.0,Gerber Scientific Inc,0
31dec2004,2004,G.1,GILLETTE CO,41499.0,Gillette Co (The),0
30jun2002,2002,GISH,GISH BIOMEDICAL INC,700945.0,Gish Biomedical Inc,0
31dec2006,2006,GSF.2,GLOBALSANTAFE CORP,1038914.0,GlobalSantaFe Corp.,0
30sep2002,2002,BLKO,BALKORE INDUSTRIES INC,41980.0,Balkore Industries Inc,0
31dec2011,2011,WSRC,WESTERN SIERRA RESOURCE CORP,42050.0,Western Sierra Resource Corp,0
30jun2004,2004,2766B,GOLD KIST INC,215994.0,Gold Kist Inc,1
31may2016,2015,GLDC,GOLDEN ENTERPRISES,42228.0,Golden Enterprises Inc,0
31dec2006,2006,WTMK,WHITEMARK HOMES INC,42284.0,Whitemark Homes Inc,0
31dec2005,2005,GDW,GOLDEN WEST FINANCIAL CORP,42293.0,Golden West Financial Corp.,1
30apr2004,2003,GWOX,GOODHEART-WILLCOX CO INC,42504.0,Goodheart-Willcox Co Inc,0
31dec2011,2011,GR,GOODRICH CORP,42542.0,Goodrich Corp,1
31dec2012,2012,KYTH,KYTHERA BIOPHARMA INC,1436304.0,KYTHERA Biopharmaceuticals Inc,0
31mar2003,2002,3GRDC,GRADCO SYSTEMS INC,719597.0,Gradco Systems Inc,0
31dec2013,2013,6284B,COLE CORPORATE INCM TR INC,1490626.0,Cole Corporate Income Trust Inc,0
28feb2011,2010,GAPTQ,GREAT ATLANTIC & PAC TEA CO,43300.0,Great Atlantic & Pacific Tea Co Inc. (The),0
31dec2004,2004,GLK.1,GREAT LAKES CHEMICAL CORP,43362.0,Great Lakes Chemical Corp.,1
31dec2014,2014,GNI,GREAT NORTHERN IRON ORE PPTY,43410.0,Great Northern Iron Ore Properties,0
31dec2015,2015,PXFG,PHOENIX FOOTWEAR GROUP INC,26820.0,Phoenix Footwear Group Inc.,0
31dec2006,2006,GMP.1,GREEN MOUNTAIN POWER CORP,43704.0,Green Mountain Power Corp.,0
31dec2001,2001,3CNCEQ1,CONSECO FINANCE CORP,890175.0,Conseco Finance Corp,0
31dec2013,2013,ALSE,ALSERES PHARMACEUTICALS INC,94784.0,Alseres Pharmaceuticals Inc,0
31dec2003,2003,GREY,GREY GLOBAL GROUP INC,43952.0,Grey Global Group Inc,0
31dec2010,2010,GRBEQ,GRUBB & ELLIS CO,216039.0,Grubb & Ellis Co.,0
30sep2003,2003,3GMIL,GUILFORD MILLS INC,44471.0,Guilford Mills Inc,0
31dec2014,2014,ETR7,ENTERGY GULF STATES LA LLC,44570.0,Entergy Gulf States Louisiana LLC,0
31dec2014,2014,GYRO,GYRODYNE LLC,1589061.0,Gyrodyne LLC,0
31dec2013,2013,HEIIQ,HEI INC,351298.0,HEI Inc,0
30nov2004,2004,3HIAI,HIA INC,318189.0,HIA Inc,0
31dec2002,2002,HDR,HPSC INC,718909.0,HPSC Inc.,0
31dec2004,2004,HU,HUDSON UNITED BANCORP,703559.0,Hudson United Bancorp,1
31dec2005,2005,MRDG,MIRACOR DIAGNOSTICS INC,723906.0,Miracor Diagnostics Inc,0
31dec2005,2005,NLX.2,ANALEX CORP,44800.0,Analex Corp,0
31mar2009,2008,HALX,HALIFAX CORP,720671.0,Halifax Corp,0
31dec2013,2013,HWG,HALLWOOD GROUP INC,355766.0,Hallwood Group Inc (The),0
30apr2008,2007,HDLM,HANDLEMAN CO,314727.0,Handleman Co,1
31dec2014,2014,HKNI,HKN INC,313478.0,HKN Inc,0
31dec2006,2006,JH,HARLAND (JOHN H.) CO,45599.0,Harland (John H.) Co,0
31dec2012,2012,AXRX,AMEXDRUG CORP,45621.0,Amexdrug Corp,0
30sep2009,2009,NRMH,NORAM CAPITAL HOLDINGS INC,45694.0,Noram Capital Holdings Inc,0
30nov2007,2007,HTMXQ,HARTMARX CORP,723371.0,Hartmarx Corp,0
31oct2006,2006,HRVEQ,HARVEY ELECTRONICS INC,46043.0,Harvey Electronics Inc,0
31dec2002,2002,HGMG,HASTINGS MANUFACTURING CO,46109.0,Hastings Manufacturing Co,0
31dec2001,2001,VZ14,VERIZON INC/HI,46216.0,Verizon Inc/HI,0
30sep2004,2004,HMII,HMI INDUSTRIES INC,46445.0,HMI Industries Inc,0
30jun2001,2001,HEAL,HEALTHWATCH INC,725627.0,Healthwatch Inc,0
31dec2006,2006,AIH.2,ABLEST INC,46653.0,Ablest Inc.,0
31dec2004,2004,HELX.1,HELIX TECHNOLOGY CORP,46709.0,Helix Technology Corp,0
31dec2007,2007,HPC,HERCULES INC,46989.0,Hercules Inc,1
31jul2010,2010,HRLY,HERLEY INDUSTRIES INC/DE,47035.0,Herley Industries Inc,0
31dec2004,2004,HIB,HIBERNIA CORP  -CL A,47288.0,Hibernia Corp,0
30jun2001,2001,HIPC.,HIGH PLAINS CORP,317551.0,High Plains Corp,0
31dec2002,2002,HMTC,HOMASOTE CO,48165.0,Homasote Co,0
31dec2003,2003,3DOVRA,DOVER INVESTMENT CP  -CL A,48272.0,Dover Investment Corp,0
31dec2006,2006,HNVD,HANOVER DIRECT INC,320333.0,Hanover Direct Inc.,0
31dec2015,2015,HOT,STARWOOD HOTELS&RESORTS WRLD,316206.0,Starwood Hotels & Resorts Worldwide Inc.,1
31dec2005,2005,0780B,HOUGHTON MIFFLIN CO,48638.0,Houghton Mifflin Co,0
31dec2003,2003,HI2,HOUSEHOLD FINANCE CORP,48681.0,Household Finance Corp,1
31may2002,2001,HGMI,HOSOI GARDEN MORTUARY INC,48544.0,Hosoi Garden Mortuary Inc,0
31dec2001,2001,HWL,HOWELL CORP,745113.0,Howell Corp,1
31dec2003,2003,HUFCQ,HUFFY CORP,225463.0,Huffy Corp,1
31jan2006,2005,HUG,HUGHES SUPPLY INC,49029.0,Hughes Supply Inc.,0
30nov2001,2001,HUN.2,HUNT CORP,49146.0,Hunt Corp,1
30sep2015,2015,HTCH,HUTCHINSON TECHNOLOGY INC,772897.0,Hutchinson Technology Inc,0
31dec2003,2003,HYBD,HYCOR BIOMEDICAL INC,719447.0,Hycor Biomedical Inc,0
31dec2004,2004,SCNYB,SAUCONY INC  -CL B,49401.0,Saucony Inc,0
30jun2012,2012,HYDI,HYDROMER INC,704432.0,Hydromer Inc,0
31dec2004,2004,3HTEK,HYTEK MICROSYSTEMS INC,715593.0,Hytek Microsystems Inc,0
31dec2001,2001,IBM1,IBM CREDIT CORP,353524.0,IBM Credit Corp,1
31dec2009,2009,PAS,PEPSIAMERICAS INC,1084230.0,PepsiAmericas Inc.,0
30sep2009,2009,ICOC,ICO INC,353567.0,ICO Inc,0
28feb2014,2013,LPHIQ,LIFE PARTNERS HOLDINGS INC,49534.0,Life Partners Holdings Inc,0
31dec2002,2002,IISLF,IIS-INTELLIGENT INFORMATION,742358.0,LIS Intelligent Information Systems Ltd,0
31dec2008,2008,CYPB,CYPRESS BIOSCIENCE INC,716054.0,Cypress Bioscience Inc,0
30jun2005,2005,MYAG,MERCURY AIR GROUP INC,52532.0,Mercury Air Group Inc.,0
31dec2001,2001,IRT.1,IRT PROPERTY CO,311099.0,IRT Property Co,0
31dec2001,2001,IMNX,IMMUNEX CORP,,Immunex Corp,0
31dec2006,2006,ICIYY,ICI-IMPERIAL CHEM INDS PLC,49906.0,Imperial Chemical Industries PLC ICI,0
31dec2011,2011,IPII,IMPERIAL INDUSTRIES INC,49930.0,Imperial Industries Inc,0
31dec2005,2005,INCLF,INCO LTD,49996.0,Inco Ltd,1
30apr2002,2001,INFG,INFINITE GRAPHICS INC,744500.0,Infinite Graphics Inc,0
31dec2004,2004,3INFD,INFODATA SYSTEMS INC,50420.0,Infodata Systems Inc,0
31dec2002,2002,IRIC,INFORMATION RESOURCES INC,714278.0,Information Resources Inc,0
31dec2004,2004,ISOL,1MAGE SOFTWARE INC,723574.0,1Mage Software Inc,0
30sep2009,2009,INVX,INNOVEX INC,50601.0,Innovex Inc,0
31dec2001,2001,INSLQ,INSILCO HOLDING CO,1068049.0,Insilco Holding Co,0
30jun2004,2004,INEY,INEI CORP,355431.0,INEI Corp,0
31dec2009,2009,TRA,TERRA INDUSTRIES INC,722079.0,Terra Industries Inc.,0
31dec2002,2002,INMRY,INSTRUMENTARIUM CORP,722811.0,Instrumentarium Corp,0
30jun2001,2001,3INAIQ,INTELLICORP INC,,Intellicorp Inc,0
31dec2006,2006,INTL.1,INTER-TEL INC  -SER A,350066.0,Inter-Tel (Delaware) Inc.,0
31dec2012,2012,FBNIQ,FURNITURE BRANDS INTL INC,50957.0,Furniture Brands International Inc.,0
31dec2005,2005,INGR.,INTERGRAPH CORP,351145.0,Intergraph Corp,1
31may2006,2005,IMGC,INTERMAGNETICS GENERAL CORP,351012.0,Intermagnetics General Corp,0
31dec2012,2012,PSWS,PURESAFE WATER SYSTEMS INC,764839.0,PureSafe Water Systems Inc,0
31dec2004,2004,INMTQ,INTERMET CORP,745287.0,INTERMET Corp,0
30jun2006,2006,IAL,INTERNATIONAL ALUMINUM CORP,51103.0,International Aluminum Corp,0
31dec2005,2005,SCLL,STEM CELL INNOVATIONS INC,351532.0,Stem Cell Innovations Inc,0
31dec2004,2004,3ABNTQ,AMERICAN BANKNOTE CORP,51124.0,American Banknote Corp,0
31oct2009,2009,NAV1,NAVISTAR FINANCIAL CORP,51303.0,Navistar Financial Corp,1
31dec2013,2013,AIG1,INTL LEASE FINANCE CORP,714311.0,International Lease Finance Corp,1
31mar2003,2002,ILHL,INTL LEISURE HOSTS,52935.0,International Leisure Hosts,0
30sep2014,2014,IGT.1,INTL GAME TECHNOLOGY,353944.0,International Game Technology,1
29feb2004,2003,IMC.1,INTL MULTIFOODS CORP,51410.0,International Multifoods Corp,1
30jun2014,2014,IRF,INTL RECTIFIER CORP,316793.0,International Rectifier Corp,1
31dec2011,2011,IRIS,IRIS INTERNATIONAL INC,319240.0,IRIS International Inc.,0
31dec2015,2015,ISHCQ,INTL SHIPHOLDING CORP,278041.0,International Shipholding Corp,0
31dec2006,2006,ITGB,INTL THOROUGHBRED BREEDERS,320573.0,International Thoroughbred Breeders Inc,0
30apr2014,2013,ITSI,INTL LOTTERY & TOTALIZATOR,354813.0,International Lottery & Totalizator Systems Inc,0
31dec2014,2014,INPHQ,INTERPHASE CORP,728249.0,Interphase Corp,1
31may2008,2007,IBCIQ,INTERSTATE BAKERIES CORP,829499.0,Interstate Bakeries Corp,0
29feb2008,2007,INTV.1,INTERVOICE INC,764244.0,InterVoice Inc,0
31jul2004,2004,SISI.,SI TECHNOLOGIES INC,719582.0,S I Technologies Inc,0
31dec2007,2007,IOM,IOMEGA CORP,352789.0,Iomega Corp,1
31dec2010,2010,MLKNA,MEDLINK INTERNATIONAL INC,225501.0,MedLink International Inc,0
31dec2003,2003,ION.2,IONICS INC,52466.0,Ionics Inc,0
31dec2006,2006,IPS.2,IPSCO INC,879933.0,IPSCO Inc.,1
30sep2013,2013,ISCIQ,ISC8 INC,357108.0,ISC8 Inc,0
31dec2002,2002,IOMT,ISOMET CORP,52708.0,Isomet Corp,0
28feb2005,2004,IYCLY,ITO-YOKADO CO LTD,352353.0,Ito-Yokado Co Ltd,0
31jul2006,2006,JLG,JLG INDUSTRIES INC,216275.0,JLG Industries Inc.,1
30jun2012,2012,EPHC,EPOCH HOLDING CORP,351903.0,Epoch Holding Corp,0
29feb2012,2011,JCLY,JACLYN INC,52969.0,Jaclyn Inc.,0
30jun2008,2008,JACO,JACO ELECTRONICS INC,52971.0,Jaco Electronics Inc,0
31jan2002,2001,JCBSQ,JACOBSON STORES,53025.0,Jacobson Stores,0
30apr2003,2002,JAYA,JAYARK CORP,53260.0,Jayark Corp,0
31dec2005,2005,JP.1,JEFFERSON-PILOT CORP,53347.0,Jefferson-Pilot Corp,0
31dec2010,2010,SSCC.,SMURFIT-STONE CONTAINER CORP,94610.0,Smurfit-Stone Container Corp,1
31dec2010,2010,NWBA,NEW BASTION DEVELOPMENT INC,53500.0,New Bastion Development Inc,0
30jun2008,2008,CDGD,CAMBRIDGE HOLDINGS LTD,712757.0,Cambridge Holdings Ltd,0
31mar2005,2004,JOR.1,JORGENSEN (EARLE M.) CO,54003.0,Jorgensen (Earle M.) Co,0
30nov2004,2004,JUNO.1,JUNO LIGHTING INC,723888.0,Juno Lighting Inc,0
31mar2004,2003,KLMR,KLM-ROYAL DUTCH AIRLINES,56316.0,Klm Koninklijke Luchtvaart Mij NV,0
30jun2012,2012,ANTP,PHAZAR CORP,724267.0,PHAZAR CORP,0
30jun2006,2006,KTLI,K-TEL INTERNATIONAL,54193.0,K-Tel International,0
31dec2009,2009,KTII,K-TRON INTERNATIONAL INC,20.0,K-Tron International Inc,0
31mar2012,2011,KVPHQ,K V PHARMACEUTICAL  -CL A,57055.0,K-V Pharmaceutical Co,1
31dec2014,2014,FRM,FURMANITE CORP,54441.0,Furmanite Corp,0
31dec2005,2005,WR1,KANSAS GAS & ELECTRIC CO,54496.0,Kansas Gas & Electric Co,0
30sep2003,2003,TCOR,TREECON RESOURCES INC,748212.0,Treecon Resources Inc,0
31jan2012,2011,APO3,CKE RESTAURANTS INC,919628.0,CKE Restaurants Inc.,0
31dec2006,2006,WNG,WASHINGTON GROUP INTL INC,906469.0,Washington Group International Inc,0
31dec2015,2015,KATYQ,KATY INDUSTRIES INC,54681.0,Katy Industries Inc,0
31dec2012,2012,KDN,KAYDON CORP,740694.0,Kaydon Corp,1
31dec2006,2006,KEA,KEANE INC,54883.0,Keane Inc.,0
30sep2010,2010,KEI,KEITHLEY INSTRUMENTS INC,54991.0,Keithley Instruments Inc,0
31jan2007,2006,KWD,KELLWOOD CO,55080.0,Kellwood Co,1
31dec2005,2005,KMG.1,KERR-MCGEE CORP,1141185.0,Kerr-McGee Corp,1
31dec2012,2012,KYCN,KEYSTONE CONS INDUSTRIES INC,55604.0,Keystone Consolidated Industries Inc.,0
30jun2004,2004,OTVLQ,ONETRAVEL HOLDINGS INC,722839.0,OneTravel Holdings Inc,0
31dec2003,2003,KIDD,FIRST YEARS INC,55698.0,First Years Inc (The),0
31dec2009,2009,NGAC.1,NORTH AMER GALV & COATINGS,55805.0,North American Gavlanizing & Coatings Inc.,0
30apr2010,2009,KREN,KINGS ROAD ENTERTAINMENT,773588.0,Kings Road Entertainment,0
31dec2006,2006,NESS,NESS ENERGY INTL INC,353634.0,Ness Energy International Inc,0
31oct2001,2001,KTMC,KIT MANUFACTURING,56151.0,KIT Manufacturing Co,0
31dec2003,2003,CLYW,CALYPSO WIRELESS INC,719729.0,Calypso Wireless Inc,0
30jun2005,2005,KNAP,KNAPE & VOGT MFG CO,56362.0,Knape & Vogt Manufacturing Co,0
31dec2005,2005,KRI,KNIGHT-RIDDER INC,205520.0,Knight-Ridder Inc.,0
31aug2004,2004,2387B,KNUSAGA CORP,225544.0,KnuSaga Corp,0
30jun2015,2015,KRSL,KREISLER MANUFACTURING CORP,56806.0,Kreisler Manufacturing Corp,0
