datadate,year,tic,conm,cik,conml,matched
31may2007,2006,CHAP.1,CHAPARRAL STEEL CO,1319048.0,Chaparral Steel Co,1
31dec2008,2008,PCAP,PATRIOT CAPITAL FUNDING INC,1321560.0,Patriot Capital Funding Inc,0
31dec2006,2006,KFI.1,K&F INDUSTRIES HOLDINGS INC,1310663.0,K&F Industries Holdings Inc,0
31dec2010,2010,SCGY,SCIENTIFIC ENERGY INC,1276531.0,Scientific Energy Inc,0
31dec2011,2011,JMGE.1,JMG EXPLORATION INC -OLD,,JMG Exploration Inc -Old,0
31dec2010,2010,CPX,COMPLETE PRODUCTION SERVICES,1340041.0,Complete Production Services Inc,0
31dec2008,2008,NXTYQ,NEXITY FINANCIAL CORP,1084727.0,Nexity Financial Corp,0
31dec2005,2005,NKT,NEWKIRK REALTY TRUST INC,1333578.0,Newkirk Realty Trust Inc,0
31mar2011,2010,CMEDQ,CHINA MEDICAL TECHNOLGS -ADR,1326059.0,China Medical Technologies Inc,0
31dec2004,2004,SHIP.,GOLDEN ENERGY MARINE CP-REDH,1319876.0,Golden Energy Marine Corp,1
31dec2010,2010,EMS,EMERGENCY MEDICAL SVCS CORP,1344154.0,Emergency Medical Services Corp,0
31dec2003,2003,PRDX,PREDIX PHARM HLDS INC -REDH,1044487.0,Predix Pharmaceuticals Holdings Inc,0
31dec2015,2015,EFUT,EFUTURE HOLDING INC,1329365.0,eFuture Holding Inc,0
31dec2015,2015,TAL.2,TAL INTERNATIONAL GROUP INC,1331745.0,TAL International Group Inc,1
31dec2008,2008,IDMI,IDM PHARMA INC,822206.0,IDM Pharma Inc,1
31dec2015,2015,HEROQ,HERCULES OFFSHORE INC,1330849.0,Hercules Offshore Inc,0
31dec2009,2009,VETS.2,PET DRX CORP,1331931.0,Pet DRx Corp,0
31dec2011,2011,CBOU,CARIBOU COFFEE CO,1332602.0,Caribou Coffee Company Inc,1
31dec2005,2005,SNBI,STATE NATIONAL BANCSHARS INC,1332626.0,State National Bancshares Inc,1
31dec2008,2008,MATH.1,MATHSTAR INC-OLD,,MathStar Inc-Old,0
30jun2013,2013,HARR,HARRY & DAVID HOLDINGS INC,1334127.0,Harry & David Holdings Inc,0
31dec2013,2013,PTEK,POKERTEK INC,1302177.0,PokerTek Inc,0
31dec2011,2011,PEBC,PEOPLES BANCORP INC/MD,1060244.0,Peoples Bancorp Inc/MD,0
31mar2010,2009,NOEC,NEW ORIENTAL ENERGY & CHEM,1312547.0,New Oriental Energy & Chemical Corp,0
31dec2007,2007,SCNG,SC HOLDINGS CORP,1268471.0,SC Holdings Corp,0
31dec2011,2011,PNSNQ,PENSON WORLDWIDE INC,1123541.0,Penson Worldwide Inc,0
31dec2011,2011,CSA.3,COGDELL SPENCER INC,1332896.0,Cogdell Spencer Inc,0
31dec2009,2009,CXG,CNX GAS CORP,1335793.0,CNX Gas Corp,1
30jun2004,2004,GSEC,GLOBAL SECURE CORP -REDH,1335260.0,Global Secure Corp,0
31dec2009,2009,EPE.1,ENTERPRISE GP HOLDINGS LP,1324592.0,Enterprise GP Holdings LP,0
31dec2008,2008,ALUS.1,ALSIUS CORP,1324205.0,Alsius Corp,0
31dec2014,2014,CXEYF,CANDAX ENERGY INC,,Candax Energy Inc,0
31dec2010,2010,CKGT,CHINA KANGTAI CACTUS BIOTECH,1017699.0,China Kangtai Cactus Biotech Inc,0
31dec2009,2009,APWR,A-POWER ENERGY GENERATN SYS,1399233.0,A-Power Energy Generation Systems Ltd,0
31dec2007,2007,DEIX,DEI HOLDINGS INC,1323630.0,DEI Holdings Inc,0
31dec2004,2004,PSVE,PASSAVE INC -REDH,1336391.0,Passave Inc,0
31dec2014,2014,LFGP,LEDYARD FINANCIAL GROUP INC,1415716.0,Ledyard Financial Group Inc,0
31dec2014,2014,DOVR,DOVER SADDLERY INC,1071625.0,Dover Saddlery Inc,0
31jul2004,2004,GIGZ,IDT SPECTRUM INC -REDH,1336526.0,IDT Spectrum Inc,0
31dec2005,2005,TRFC,TRAFFIC.COM INC,1097503.0,Traffic.com Inc,0
31dec2004,2004,STRO.1,STROUD ENERGY INC -REDH,1340765.0,Stroud Energy Inc,0
31dec2007,2007,EMDAQ,EQUITY MEDIA HOLDINGS CORP,1327012.0,Equity Media Holdings Corp,0
31mar2016,2015,SYUT,SYNUTRA INTERNATIONAL INC,1293593.0,Synutra International Inc,0
30jun2009,2009,BERL.1,BERLINER COMMUNICATIONS-OLD,,Berliner Communications Inc,0
30jun2009,2009,DYNP,DUOYUAN PRINTING INC,1086142.0,Duoyuan Printing Inc,0
30jun2015,2015,PSMH,PSM HOLDINGS INC,1362180.0,PSM Holdings Inc,0
31dec2004,2004,ACCI,ASSET CAPITAL CORP INC -REDH,1339891.0,Asset Capital Corp Inc,0
31dec2009,2009,WATG,WONDER AUTO TECHNOLOGY INC,1162862.0,Wonder Auto Technology Inc,0
31jul2015,2015,SURG.2,SYNERGETICS USA INC,836429.0,Synergetics USA Inc,0
31dec2008,2008,0130A,NTK HOLDINGS INC,1318035.0,NTK Holdings Inc,0
31dec2011,2011,TLEO,TALEO CORP,1134203.0,Taleo Corp,1
31dec2005,2005,1234B,BRAND ENERGY & INFRSTR -REDH,,Brand Energy & Infrastructure Services Inc,0
31dec2006,2006,CCSM,CCS MEDICAL HOLDINGS-REDH,1397087.0,CCS Medical,1
31dec2004,2004,AMAX,A-MAX TECHNOLOGY -ADR -REDH,1337966.0,A-Max Technology Ltd,0
30sep2011,2011,SOEN,SOLAR ENERTECH CORP,1307873.0,Solar Enertech Corp,0
31dec2008,2008,3APNO,ALPHA INNOTECH CORP,830736.0,Alpha Innotech Corp,0
30jun2006,2006,0507B,BIRDS EYE FOODS INC,1502650.0,Birds Eye Foods Inc,0
30sep2010,2010,GRBUQ,GREEN BUILDERS INC,828189.0,Green Builders Inc,0
31dec2007,2007,0938B,VERTIS INC,1178717.0,Vertis Inc,0
31dec2011,2011,ATSC,ATS CORP,1325460.0,ATS Corp,0
31dec2010,2010,LEGC,LEGACY BANCORP INC,1332199.0,Legacy Bancorp Inc,0
31dec2007,2007,CHRXQ,CHEM RX CORP,1330487.0,Chem RX Corp,0
31dec2004,2004,INV.1,INNOVENE INC -REDH,1334334.0,Innovene Inc,0
31dec2007,2007,AMCP,AMCOMP INC,1009667.0,AmCOMP Inc,0
31dec2006,2006,SFUN.2,SAIFUN SEMICONDUCTORS LTD,1297627.0,Saifun Semiconductors Ltd,0
31dec2012,2012,JKA,GOLDEN GATE PARTNERS INC,1328208.0,Golden Gate Partners Inc,0
30jun2006,2006,AUXVF,AUEX VENTURES INC,1333115.0,AuEx Ventures Inc,0
31dec2012,2012,HGYN,HONG YUAN HOLDING GROUP,1324759.0,Hong Yuan Holding Group,0
31mar2012,2011,BWMS,BLACKWATER MIDSTREAM CORP,1292518.0,Blackwater Midstream Corp,0
31dec2010,2010,MAJCQ,MAJESTIC CAPITAL LTD,1338949.0,Majestic Capital Ltd,0
31dec2014,2014,VIMC,VIMICRO INTL CORP -ADR,1341088.0,Vimicro International Corp,0
31dec2015,2015,ACTS,ACTIONS SEMICNDCTR LTD -ADR,1342068.0,Actions Semiconductor Co Ltd,0
31dec2006,2006,CNCP,CAROLINA NATIONAL CORP,1157648.0,Carolina National Corp,0
31dec2005,2005,WTHNY,WIDERTHAN CO LTD -ADS,1342167.0,WiderThan Co Ltd,0
31dec2012,2012,CCIX,COLEMAN CABLE INC,1323653.0,Coleman Cable Inc,0
31dec2007,2007,SGXP,SGX PHARMACEUTICALS INC,1125603.0,SGX Pharmaceuticals Inc,0
31dec2006,2006,RPB,REPUBLIC PROPERTY TRUST,1335686.0,Republic Property Trust,0
30jun2007,2007,BRLCQ,SYNTAX-BRILLIAN CORP,1232229.0,Syntax-Brillian Corp,1
30sep2008,2008,AVZAQ,AVIZA TECHNOLOGY INC,1311396.0,Aviza Technology Inc,0
31dec2008,2008,SCOP,SCOPUS VIDEO NETWORKS LTD,1342575.0,Scopus Video Networks Ltd,1
31dec2011,2011,STPFQ,SUNTECH POWER HOLDINGS  -ADR,1342803.0,Suntech Power Holdings Co Ltd,0
31dec2008,2008,WDBG,WOODBROOK GRP HLD,1328511.0,Woodbrook Group Holdings Inc,0
31dec2006,2006,DMGI,DIGITAL MUSIC GROUP INC-OLD,,Digital Music Group Inc-Old,0
31dec2014,2014,RGP.,REGENCY ENERGY PARTNERS LP,1338613.0,Regency Energy Partners LP,1
31dec2013,2013,SUSS,SUSSER HOLDINGS CORP,1361709.0,Susser Holdings Corp,1
31dec2012,2012,ECTYQ,ECOTALITY INC,1301206.0,Ecotality Inc,0
31dec2012,2012,PBCA.,PRIVATE BANK OF CALIFORNIA,,Private Bank of California (The),0
31dec2010,2010,TNCC,TENNESSEE COMMERCE BANCORP,1323033.0,Tennessee Commerce Bancorp,0
31dec2007,2007,VSUNQ,VERASUN ENERGY CORP,1343202.0,VeraSun Energy Corp,1
31dec2007,2007,CAPB,CAPITALSOUTH BANCORP,1338977.0,CapitalSouth Bancorp,0
31dec2011,2011,AVRW,AVENTINE RENEWABLE ENERGY,1285043.0,Aventine Renewable Energy Holdings Inc,0
31dec2008,2008,PXPLY,PIXELPLUS CO LTD,1331588.0,Pixelplus Co Ltd,0
31dec2011,2011,SOMX,SOMAXON PHARMACEUTICALS INC,1339455.0,Somaxon Pharmaceuticals Inc,0
30jun2008,2008,TCMIQ,TRIPLE CROWN MEDIA INC,1333291.0,Triple Crown Media Inc,0
31dec2015,2015,LPTN,LPATH INC,,Lpath Inc,0
30jun2011,2011,ARUZQ,AURASOUND INC,810208.0,AuraSound Inc,0
31dec2008,2008,NCST,NUCRYST PHARMACEUTICALS CORP,1344674.0,NUCRYST Pharmaceuticals Corp,0
31dec2015,2015,GNOW,AMERICAN CARESOURCE HLDGS,1316645.0,American CareSource Holdings Inc,0
30jun2015,2015,CSNG,CHINA GINSENG HOLDINGS INC,1338460.0,China Ginseng Holdings Inc,0
31jul2015,2015,UEC,URANIUM ENERGY CORP,1334933.0,Uranium Energy Corp,1
31dec2010,2010,FEEDQ,AGFEED INDUSTRIES INC,1331427.0,AgFeed Industries Inc,0
31dec2007,2007,IOMI,IOMAI CORP,1125001.0,Iomai Corp,1
31dec2009,2009,NHWK,NIGHTHAWK RADIOLOGY HLDGS,1292470.0,NightHawk Radiology Holdings Inc,0
31dec2015,2015,NTLS,NTELOS HOLDINGS CORP,1328571.0,NTELOS Holdings Corp,0
31dec2004,2004,TAND,TANDEM HEALTH CARE INC -REDH,1335402.0,Tandem Health Care Inc,0
31dec2012,2012,EIHI,EASTERN INSURANCE HLDGS INC,1321268.0,Eastern Insurance Holdings Inc,0
31dec2010,2010,HS.2,HEALTHSPRING INC,1339553.0,HealthSpring Inc,0
31dec2007,2007,ALTUQ,ALTUS PHARMACEUTICALS INC,1340744.0,Altus Pharmaceuticals Inc,1
30sep2013,2013,DCLN,U.S. DRY CLEANING SVCS -REDH,920317.0,U.S. Dry Cleaning Services Corp,0
31dec2012,2012,GEOR,GEOPETRO RESOURCES CO,1116927.0,GeoPetro Resources Co,0
31dec2012,2012,0066A,EXOPACK HOLDING CORP,1186362.0,Exopack Holding Corp,0
31dec2009,2009,TWPG,THOMAS WEISEL PARTNERS GRP,1340354.0,Thomas Weisel Partners Group Inc,0
31dec2015,2015,MHGC,MORGANS HOTEL GROUP CO,1342126.0,Morgans Hotel Group Co,0
31dec2006,2006,ZVUE,ZVUE CORP,1309710.0,ZVUE Corp,0
31dec2013,2013,CRXM,TAXUS CARDIUM PHARMACEUTICLS,772320.0,Taxus Cardium Pharmaceuticals Group Inc,0
31dec2011,2011,FSIN,FUSHI COPPERWELD INC,710846.0,Fushi Copperweld Inc,0
30jun2007,2007,ATEL,AMERICAN TELECOM SERVICES,1336467.0,American Telecom Services Inc,0
31dec2010,2010,CSR.,CHINA SECURITY & SURV TECH,1260625.0,China Security & Surveillance Technology Inc,0
31dec2008,2008,MGG,MAGELLAN MIDSTREAM HLDGS LP,1246263.0,Magellan Midstream Holdings LP,0
31dec2014,2014,ROSE.3,ROSETTA RESOURCES INC,1340282.0,Rosetta Resources Inc,1
31dec2010,2010,GLA.2,CLARK HOLDINGS INC,1338401.0,Clark Holdings Inc,0
31dec2007,2007,CLAY.1,CLAYTON HOLDINGS INC,1325228.0,Clayton Holdings Inc,1
31dec2009,2009,MIPIQ,MOLECULAR INSIGHT PHARMACTLS,1340752.0,Molecular Insight Pharmaceuticals Inc,0
31dec2010,2010,HUGH,HUGHES COMMUNICATIONS INC,1345840.0,Hughes Communications Inc,0
31dec2004,2004,EDX,EDUTRADES INC -REDH,1342943.0,Edutrades Inc,0
31dec2004,2004,WEXP.1,WESTERN EXPRESS HLDGS -REDH,1340578.0,Western Express Holdings Inc,0
31dec2008,2008,MMCE,MMC ENERGY INC,1312206.0,MMC Energy Inc,0
31dec2014,2014,TSEM1,JAZZ TECHNOLOGIES INC,1337675.0,Jazz Technologies Inc,0
31dec2009,2009,CNOA,CHINA ORGANIC AGRICULTURE,1337826.0,China Organic Agriculture Inc,0
30sep2005,2005,AER.4,AEARO TECHNOLOGIES INC -REDH,1340798.0,Aearo Technologies Inc,0
31dec2006,2006,EICU,VISICU INC,1166463.0,Visicu Inc,0
30sep2014,2014,0126A,NATIONAL MENTOR HOLDINGS INC,1338690.0,National Mentor Holdings Inc,0
30jun2011,2011,GNET.2,GLOBAL TRAFFIC NETWORK INC,1344907.0,Global Traffic Network Inc,0
31dec2004,2004,BIER,GORDON BIERSCH BRWY RST-REDH,1351880.0,Gordon Biersch Brewery Restaurant Group Inc,0
31dec2015,2015,ALXA,ALEXZA PHARMACTCLS INC,1344413.0,Alexza Pharmaceuticals Inc,0
31dec2007,2007,AMGI,AMERICAN MOLD GUARD INC,1344708.0,American Mold Guard Inc,0
31dec2013,2013,CHGS,CHINA GENGSHENG MINERALS INC,1338578.0,China GengSheng Minerals Inc,0
31dec2009,2009,TWLL,TECHWELL INC,1171529.0,Techwell Inc,0
31dec2007,2007,OMRI,OMRIX BIOPHARMACEUTICALS,1349426.0,Omrix Biopharmaceuticals Inc,0
31dec2012,2012,NYX,NYSE EURONEXT,1368007.0,NYSE Euronext,1
31dec2004,2004,REI.3,RIATA ENERGY INC -REDH,,Riata Energy Inc,0
31dec2006,2006,GGL.1,GOODMAN GLOBAL INC,1314655.0,Goodman Global Inc,0
31dec2013,2013,GMET,GEOMET INC,1352302.0,GeoMet Inc,0
31dec2011,2011,BMTI,BIOMIMETIC THERAPEUTICS INC,1138400.0,BioMimetic Therapeutics Inc,0
31dec2007,2007,NOVC.2,NOVACEA INC,,Novacea Inc,0
31dec2007,2007,CPHL,CASTLEPOINT HOLDINGS LTD,1360537.0,Castlepoint Holdings Ltd,0
30nov2007,2007,GPRE.1,GREEN PLAINS RENWBL ENRG-OLD,,Green Plains Renewable Energy Inc,0
31dec2007,2007,SMVE,SMART MOVE INC,1349108.0,Smart Move Inc,0
31dec2004,2004,WERI,WINDSOR ENERGY RESOURCS-REDH,1352276.0,Windsor Energy Resources Inc,0
31dec2008,2008,BWTRQ,BASIN WATER INC,1352045.0,Basin Water Inc,0
31dec2004,2004,NEG,NEG INC -REDH,1352591.0,NEG Inc,0
31dec2009,2009,WNTG,WINTEGRA INC -REDH,1109925.0,Wintegra Inc,0
31dec2011,2011,LOOP.1,LOOPNET INC,1353209.0,LoopNet Inc,0
30jun2007,2007,NAO.2,NORTH AMERICAN INSURANCE LDS,1336249.0,North American Insurance Leaders Inc,0
31dec2014,2014,CTCM,CTC MEDIA INC,1354513.0,CTC Media Inc,1
30sep2009,2009,AWSH,AMERICAN WENSHEN STEEL GROUP,1085104.0,American Wenshen Steel Group Inc,0
31oct2010,2010,VRGY,VERIGY LTD,1352341.0,Verigy Ltd,1
31dec2007,2007,DR,DARWIN PROFESSIONAL UNDWRTS,1355795.0,Darwin Professional Underwriters Inc,0
31dec2014,2014,SYA,SYMETRA FINANCIAL CORP,1403385.0,Symetra Financial Corp,1
31dec2010,2010,GRRF,CHINA GRENTECH CORP LTD -ADR,1347510.0,China GrenTech Corp Ltd,0
31dec2009,2009,ONAVQ,OMEGA NAVIGATION ENT INC,1324915.0,Omega Navigation Enterprises Inc,0
31dec2011,2011,BIDZ,BIDZ.COM INC,1324105.0,BIDZ.com Inc,0
31dec2015,2015,NTI,NORTHERN TIER ENERGY LP,1533454.0,Northern Tier Energy LP,1
31dec2012,2012,CGLO.1,CHINA GLOBAL MEDIA INC,1450015.0,China Global Media Inc,0
31jan2013,2012,OSHWQ,OSH 1 LIQUIDATING CORP,896842.0,OSH 1 Liquidating Corp,0
31dec2010,2010,COSK,COSKATA INC -REDH,1536893.0,Coskata Inc,0
31dec2014,2014,OXYS,OXYSURE THERAPEUTICS INC,1413797.0,OxySure Therapeutics Inc,0
30jun2013,2013,DCIN,DIGITAL CINEMA DESTINATIONS,1510326.0,Digital Cinema Destinations Corp,0
31dec2010,2010,GLRI.1,GLORI ENERGY INC  -REDH,1385190.0,Glori Energy Inc,0
31dec2010,2010,CETI.,CANTOR ENTMT TECHNLGY  -REDH,1537374.0,Cantor Entertainment Technology Inc,0
31jul2015,2015,ASCC,ARISTOCRAT GROUP CORP,1527027.0,Aristocrat Group Corp,0
31dec2011,2011,REAC,REAC GROUP INC,1520528.0,REAC Group Inc,0
28feb2013,2012,AFDG,EARN-A-CAR INC,1486297.0,Earn-A-Car Inc,0
31dec2012,2012,EDG,EDGEN GROUP INC,1537951.0,Edgen Group Inc,1
30jun2011,2011,XH.1,EXTEND HEALTH INC  -REDH,1336698.0,Extend Health Inc,0
31dec2010,2010,UTE,UTE ENERGY CORP  -REDH,1536995.0,Ute Energy Corp,0
31dec2014,2014,MM,MILLENNIAL MEDIA INC,1372375.0,Millennial Media Inc,0
31dec2010,2010,CINC,CINCO RESOURCES INC  -REDH,1535718.0,Cinco Resources Inc,0
31dec2015,2015,ZNDX,KINGSMEN CAPITAL GROUP LTD,1100734.0,Kingsmen Capital Group Ltd,0
31dec2011,2011,ZYCI,ZIYANG CERAMICS CORP,1093903.0,Ziyang Ceramics Corp,0
31dec2010,2010,TRIA10,TRIA BEAUTY INC  -REDH,1498824.0,Tria Beauty Inc,0
31dec2010,2010,TROC,THREE RIVERS OPER CO  -REDH,1540417.0,Three Rivers Operating Company Inc,0
31dec2010,2010,CARH.1,CAR INC,,Car Inc,0
31dec2014,2014,ADNC,AUDIENCE INC,1201663.0,Audience Inc,0
31dec2014,2014,6188B,SAMSON RESOURCES CORP,1548691.0,Samson Resources Corp,0
31dec2012,2012,VEBM,VOTORANTIM CIMENTOS-ADR-REDH,1565347.0,Votorantim Cimentos SA,0
31dec2014,2014,TNTY.1,TRUNITY HOLDINGS INC-OLD,,Trunity Holdings Inc-Old,0
31dec2010,2010,6197B,APPLIED MEDICAL CORP  -REDH,1534727.0,Applied Medical Corp,0
31dec2010,2010,QPP,QUICKSILVER PROD PRTNRS-REDH,1536544.0,Quicksilver Production Partners LP,0
28feb2014,2013,EOPN,E2OPEN INC,1540400.0,E2open Inc,0
31dec2011,2011,ADCN,ADCHINA LTD  -ADR-REDH,1468784.0,AdChina Ltd,0
31dec2014,2014,ZAZA,ZAZA ENERGY CORP,1528393.0,ZaZa Energy Corp,0
31dec2015,2015,BATS,BATS GLOBAL MARKETS INC,1659228.0,BATS Global Markets Inc,0
31dec2013,2013,PHRX,PHARMAGEN INC,1470915.0,Pharmagen Inc,0
31dec2010,2010,NSB,NEWSUMMIT BIOPHARMA-ADR-REDH,1528904.0,Newsummit Biopharma Holdings Ltd,0
31dec2013,2013,GPDB,GREEN POLKADOT BOX INC,1159464.0,Green PolkaDot Box Inc,0
31may2014,2013,SLNR,SEALAND NATURAL RESOURCES,1522236.0,Sealand Natural Resources Inc,0
31dec2013,2013,ENDV,ENDONOVO THERAPEUTICS INC,1528172.0,Endonovo Therapeutics Inc,0
31dec2012,2012,AQ.1,ACQUITY GROUP LTD  -ADR,1527635.0,Acquity Group Ltd,0
31dec2013,2013,LSTS,LUSTROS INC,922011.0,Lustros Inc,0
31dec2015,2015,TUMI,TUMI HOLDINGS INC,1535031.0,Tumi Holdings Inc,0
31dec2011,2011,6220B,EXPONENTIAL INTERACTIVE-REDH,1544322.0,Exponential Interactive Inc,0
31dec2011,2011,GNKO,GINKGO RESIDENTIAL TRST-REDH,1544493.0,Ginkgo Residential Trust Inc,0
31dec2012,2012,EVAC,EDWARDS GROUP LTD  -ADR,1544175.0,Edwards Group Ltd,0
31dec2014,2014,GBLL,GREEN BALLAST INC,1526543.0,Green Ballast Inc,0
31dec2014,2014,TCPIF,TCP INTL HOLDINGS LTD,1545391.0,TCP International Holdings Ltd,0
31dec2015,2015,DAKPQ,DAKOTA PLAINS HOLDINGS INC,1367311.0,Dakota Plains Holdings Inc,0
31dec2011,2011,6805B,REVAL HOLDINGS INC -REDH,1407285.0,Reval Holdings Inc,0
31dec2014,2014,IFIT.1,ISATORI INC,741114.0,iSatori Inc,0
31dec2015,2015,PGND,PRESS GANEY HOLDINGS INC,1633142.0,Press Ganey Holdings Inc,0
31dec2014,2014,HPTX,HYPERION THERAPEUTICS INC,1386858.0,Hyperion Therapeutics Inc,0
31dec2011,2011,BLKS,BLACKSTRATUS INC-REDH,1270418.0,BlackStratus Inc,0
30sep2013,2013,REBL.1,REBEL GROUP INC -OLD,,Rebel Group Inc -Old,0
31dec2015,2015,CXGP,CHINA XINGBANG IND GROUP INC,1521222.0,China Xingbang Industries Group Inc,0
31dec2014,2014,SIZF,SIGNATURE OFFICE REIT INC,1256069.0,Signature Office REIT Inc,0
31dec2011,2011,COS,CHESAPEAKE OILFIELD SV  -SPN,1547038.0,Chesapeake Oilfield Services Inc,0
31dec2014,2014,CAMG,CAM GROUP INC,1419559.0,CAM Group Inc,0
31dec2012,2012,CDNN,CHINA INDUSTRIAL STEEL INC,1510871.0,China Industrial Steel Inc,0
31dec2013,2013,PHIO,PHIO PHARMACEUTICALS CORP,1533040.0,Phio Pharmaceuticals Corp,0
31dec2013,2013,USO,UNITED STATES OIL FUND LP,,United States Oil Fund LP,0
31dec2007,2007,REST,RESTORE MEDICAL INC,1350620.0,Restore Medical Inc,0
31oct2010,2010,PFGY,PERFECTENERGY INTL LTD,1345432.0,PerfectEnergy International Ltd,0
31dec2009,2009,IFLG,INFOLOGIX INC,1315320.0,InfoLogix Inc,0
30nov2005,2005,1129B,PROGRESS RAIL SERVICES -REDH,1323280.0,Progress Rail Services Inc,0
31dec2009,2009,CABLF,CHINA CABLECOM HOLDINGS LTD,1416569.0,China Cablecom Holdings Ltd,0
31mar2016,2015,NKA,NISKA GAS STORAGE PARTNERS,1483830.0,Niska Gas Storage Partners LLC,1
31dec2006,2006,GLK,GREAT LAKES BANCORP INC,840387.0,Great Lakes Bancorp Inc,0
31dec2015,2015,VRTB,VESTIN REALTY MORTGAGE II,1327603.0,Vestin Realty Mortgage II Inc,0
31dec2008,2008,COWN.1,COWEN GROUP INC  -OLD,1355007.0,Cowen Group Inc,1
31dec2005,2005,LOCL,LOCAL MATTERS INC -REDH,1344445.0,Local Matters Inc,0
31dec2013,2013,VOLC,VOLCANO CORP,1354217.0,Volcano Corp,1
31dec2015,2015,ULTRF,ULTRAPETROL BAHAMAS LTD,1062781.0,Ultrapetrol Bahamas Ltd,0
31dec2008,2008,EQ.2,EMBARQ CORP,1350031.0,Embarq Corp,1
31dec2012,2012,NFSB,NEWPORT BANCORP INC,1355855.0,Newport Bancorp Inc,0
31dec2007,2007,RDYN,REPLIDYNE INC,,Replidyne Inc,0
31dec2008,2008,SYCRF,SYNCORA HOLDINGS LTD,1358164.0,Syncora Holdings Ltd,1
31dec2011,2011,MITI.,MICROMET INC,1131907.0,Micromet Inc,1
31dec2010,2010,L.CM,LIBERTY INTR CORP -CONSOL,,Liberty Interactive Corp -Consolidated,0
31dec2005,2005,VCG,VANGUARD CAR RENTAL GRP-REDH,1370828.0,Vanguard Car Rental Group Inc,0
31dec2005,2005,TCMS,TUBE CITY IMS CORP -REDH,1366455.0,Tube City IMS Corp,0
31dec2005,2005,PERL.,PERLEGEN SCIENCES INC -REDH,1138343.0,Perlegen Sciences Inc,0
31dec2010,2010,VPGI,VELOCITY PORTFOLIO GROUP INC,813565.0,Velocity Portfolio Group Inc,0
30sep2005,2005,RFID.,ALIEN TECHNOLOGY CORP -REDH,1350415.0,Alien Technology Corp,0
31dec2005,2005,RBCO,RYAN BECK HOLDINGS INC -REDH,1356212.0,Ryan Beck Holdings Inc,0
31dec2010,2010,0052A,NEWPAGE HOLDING CORP,1329068.0,NewPage Holding Corp,1
31dec2009,2009,BGH.2,BUCKEYE GP HOLDINGS LP,1359055.0,Buckeye GP Holdings LP,1
31dec2014,2014,RVBD,RIVERBED TECHNOLOGY INC,1357326.0,Riverbed Technology Inc,1
31dec2011,2011,MBGNF,MED BIOGENE INC,1478455.0,Med BioGene Inc,0
30jun2012,2012,VALV,SHENGKAI INNOVATIONS INC,1327364.0,Shengkai Innovations Inc,0
31aug2011,2011,BHWX,BLACK HAWK EXPLORATION INC,1349371.0,Black Hawk Exploration Inc,0
31dec2005,2005,ICEY,ALSIUS CORP -REDH,1179079.0,Alsius Corp,0
31dec2014,2014,WEST,ANDALAY SOLAR INC,1347452.0,Andalay Solar Inc,0
31dec2014,2014,VRTA,VESTIN REALTY MORTGAGE I INC,1328300.0,Vestin Realty Mortgage I Inc,0
30nov2005,2005,SVU.P,SUPERVALU INC -PRO FORMA,,SUPERVALU -Pro Forma,0
31dec2008,2008,HDIX,HOME DIAGNOSTICS INC,884909.0,Home Diagnostics Inc,0
31dec2009,2009,DIVX.1,DIVX INC,1342960.0,DivX Inc,0
31dec2011,2011,UCCC,UAN CULTURAL & CREATIVE CO,1337009.0,UAN Cultural & Creative Co Ltd,0
31dec2011,2011,RTME,RTCORE INC,1716726.0,Rtcore Inc,0
30sep2009,2009,VRUS.1,PHARMASSET INC,1301081.0,Pharmasset Inc,0
31dec2006,2006,MANF,MANIFOLD CAPITAL CORP,1304623.0,Manifold Capital Corp,0
31dec2007,2007,CLWR.1,CLEARWIRE CORP-OLD,,Clearwire Corp-Old,0
31dec2008,2008,IFR,INFRASTRUX GROUP INC -REDH,1469011.0,InfrastruX Group Inc,0
31dec2005,2005,MTRO.,INTERMETRO COMMUNICTNS -REDH,1361866.0,InterMetro Communications Inc,0
31mar2010,2009,SXE.1,STANLEY INC,1360555.0,Stanley Inc,1
31dec2005,2005,HYCO,HYCO INTERNATIONAL INC -REDH,1359827.0,Hyco International Inc,0
31dec2008,2008,0117A,SPHERIS INC,1355804.0,Spheris Inc,0
31dec2014,2014,TXIC,TONGXIN INTERNATIONAL LTD,1422185.0,Tongxin International Ltd,0
31dec2014,2014,0149A,VWR FUNDING INC,1319764.0,VWR Funding Inc,0
30apr2016,2015,MLFB,MAJOR LEAGUE FOOTBALL INC,1308569.0,Major League Football Inc,0
31dec2011,2011,ASTV,AS SEEN ON TV INC,1298095.0,As Seen On TV Inc,0
31dec2007,2007,ARTEQ,ARTES MEDICAL INC,1351197.0,Artes Medical Inc,0
31dec2008,2008,EBGMY,EBAY GMARKET CO LTD  -ADR,1365241.0,Ebay Gmarket Co Ltd,0
31dec2008,2008,OMTR,OMNITURE INC,1357525.0,Omniture Inc,0
31jan2012,2011,2319B,STEWART & STEVENSON LLC,1381455.0,Stewart & Stevenson LLC,0
30sep2015,2015,SIRO,SIRONA DENTAL SYSTEMS INC,1014507.0,Sirona Dental Systems Inc,0
31dec2005,2005,LORA,ELLORA ENERGY INC -REDH,1371133.0,Ellora Energy Inc,0
31dec2012,2012,MIGL,MISCOR GROUP LTD,1295503.0,MISCOR Group Ltd,0
